Logging to /home/jonathan/Documents/projects/autoresearch/runs/run_008/run.log
Initial config written to /home/jonathan/Documents/projects/autoresearch/runs/run_008/config.json
Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 341
Model config: {'sequence_len': 2048, 'vocab_size': 341, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 196,416
  value_embeds            : 1,178,496
  lm_head                 : 196,416
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,348,824
Estimated FLOPs per token: 3.940116e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
ROCm: patched InductorBenchmarker (ZeroDivisionError fix)
torch.compile: enabled
Loading checkpoint from /home/jonathan/Documents/projects/autoresearch/runs/run_006/checkpoint.pt...
  Resumed model + optimizer from step 1446, val_bpb=0.7836468122943754
Time budget: 7200s
Gradient accumulation steps: 1

step 01446 (0.0%) | loss: 0.053637 | lrm: 1.00 | dt: 380230ms | tok/sec: 344 | mfu: 0.1% | epoch: 1 | remaining: 6820s    
step 01447 (5.3%) | loss: 0.110293 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,854 | mfu: 11.6% | epoch: 1 | remaining: 6817s    
step 01448 (5.3%) | loss: 0.147658 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,035 | mfu: 11.6% | epoch: 1 | remaining: 6813s    
step 01449 (5.4%) | loss: 0.180453 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,013 | mfu: 11.6% | epoch: 1 | remaining: 6810s    
step 01450 (5.4%) | loss: 0.203196 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,963 | mfu: 11.6% | epoch: 1 | remaining: 6807s    
step 01451 (5.5%) | loss: 0.240315 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,020 | mfu: 11.6% | epoch: 1 | remaining: 6804s    
step 01452 (5.5%) | loss: 0.259399 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6801s    
step 01453 (5.5%) | loss: 0.297132 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,033 | mfu: 11.6% | epoch: 1 | remaining: 6797s    
step 01454 (5.6%) | loss: 0.309170 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,041 | mfu: 11.6% | epoch: 1 | remaining: 6794s    
step 01455 (5.6%) | loss: 0.319749 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6791s    
step 01456 (5.7%) | loss: 0.345205 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,012 | mfu: 11.6% | epoch: 1 | remaining: 6788s    
step 01457 (5.7%) | loss: 0.370639 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,025 | mfu: 11.6% | epoch: 1 | remaining: 6785s    
step 01458 (5.8%) | loss: 0.372696 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,937 | mfu: 11.6% | epoch: 1 | remaining: 6781s    
step 01459 (5.8%) | loss: 0.382364 | lrm: 1.00 | dt: 3193ms | tok/sec: 41,048 | mfu: 11.6% | epoch: 1 | remaining: 6778s    
step 01460 (5.9%) | loss: 0.403246 | lrm: 1.00 | dt: 3190ms | tok/sec: 41,086 | mfu: 11.6% | epoch: 1 | remaining: 6775s    
step 01461 (5.9%) | loss: 0.423464 | lrm: 1.00 | dt: 3191ms | tok/sec: 41,071 | mfu: 11.6% | epoch: 1 | remaining: 6772s    
step 01462 (5.9%) | loss: 0.450247 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,007 | mfu: 11.6% | epoch: 1 | remaining: 6769s    
step 01463 (6.0%) | loss: 0.458845 | lrm: 1.00 | dt: 3198ms | tok/sec: 40,990 | mfu: 11.6% | epoch: 1 | remaining: 6765s    
step 01464 (6.0%) | loss: 0.465449 | lrm: 1.00 | dt: 3188ms | tok/sec: 41,115 | mfu: 11.6% | epoch: 1 | remaining: 6762s    
step 01465 (6.1%) | loss: 0.463698 | lrm: 1.00 | dt: 3194ms | tok/sec: 41,039 | mfu: 11.6% | epoch: 1 | remaining: 6759s    
step 01466 (6.1%) | loss: 0.466260 | lrm: 1.00 | dt: 3195ms | tok/sec: 41,027 | mfu: 11.6% | epoch: 1 | remaining: 6756s    
step 01586 (11.5%) | loss: 0.557605 | lrm: 1.00 | dt: 3197ms | tok/sec: 40,993 | mfu: 11.6% | epoch: 1 | remaining: 6372s    
step 01587 (11.5%) | loss: 0.559589 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,860 | mfu: 11.6% | epoch: 1 | remaining: 6368s    
step 01588 (11.5%) | loss: 0.551741 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,820 | mfu: 11.5% | epoch: 1 | remaining: 6365s    
step 01589 (11.6%) | loss: 0.538858 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,843 | mfu: 11.6% | epoch: 1 | remaining: 6362s    
step 01590 (11.6%) | loss: 0.531751 | lrm: 1.00 | dt: 3203ms | tok/sec: 40,923 | mfu: 11.6% | epoch: 1 | remaining: 6359s    
step 01591 (11.7%) | loss: 0.519550 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,942 | mfu: 11.6% | epoch: 1 | remaining: 6356s    
step 01592 (11.7%) | loss: 0.529083 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,954 | mfu: 11.6% | epoch: 1 | remaining: 6352s    
step 01593 (11.8%) | loss: 0.530158 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,932 | mfu: 11.6% | epoch: 1 | remaining: 6349s    
step 01594 (11.8%) | loss: 0.529124 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,898 | mfu: 11.6% | epoch: 1 | remaining: 6346s    
step 01595 (11.9%) | loss: 0.536879 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,936 | mfu: 11.6% | epoch: 1 | remaining: 6343s    
step 01596 (11.9%) | loss: 0.533525 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,875 | mfu: 11.6% | epoch: 1 | remaining: 6340s    
step 01597 (12.0%) | loss: 0.538589 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,841 | mfu: 11.6% | epoch: 1 | remaining: 6336s    
step 01598 (12.0%) | loss: 0.540092 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,865 | mfu: 11.6% | epoch: 1 | remaining: 6333s    
step 01599 (12.0%) | loss: 0.534844 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,907 | mfu: 11.6% | epoch: 1 | remaining: 6330s    
step 01600 (12.1%) | loss: 0.538044 | lrm: 1.00 | dt: 3203ms | tok/sec: 40,917 | mfu: 11.6% | epoch: 1 | remaining: 6327s    
step 01601 (12.1%) | loss: 0.544068 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,834 | mfu: 11.6% | epoch: 1 | remaining: 6324s    
step 01602 (12.2%) | loss: 0.545757 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,831 | mfu: 11.5% | epoch: 1 | remaining: 6320s    
step 01603 (12.2%) | loss: 0.566450 | lrm: 1.00 | dt: 3219ms | tok/sec: 40,714 | mfu: 11.5% | epoch: 1 | remaining: 6317s    
step 01604 (12.3%) | loss: 0.592998 | lrm: 1.00 | dt: 3217ms | tok/sec: 40,744 | mfu: 11.5% | epoch: 1 | remaining: 6314s    
step 01605 (12.3%) | loss: 0.584868 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,875 | mfu: 11.6% | epoch: 1 | remaining: 6311s    
step 01606 (12.4%) | loss: 0.582575 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,892 | mfu: 11.6% | epoch: 1 | remaining: 6307s    
step 01607 (12.4%) | loss: 0.579215 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,867 | mfu: 11.6% | epoch: 1 | remaining: 6304s    
step 01608 (12.4%) | loss: 0.565954 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,788 | mfu: 11.5% | epoch: 1 | remaining: 6301s    
step 01609 (12.5%) | loss: 0.583658 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,896 | mfu: 11.6% | epoch: 1 | remaining: 6298s    
step 01610 (12.5%) | loss: 0.603546 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,890 | mfu: 11.6% | epoch: 1 | remaining: 6295s    
step 01611 (12.6%) | loss: 0.596866 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,871 | mfu: 11.6% | epoch: 1 | remaining: 6291s    
step 01612 (12.6%) | loss: 0.597959 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,872 | mfu: 11.6% | epoch: 1 | remaining: 6288s    
step 01613 (12.7%) | loss: 0.581894 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,791 | mfu: 11.5% | epoch: 1 | remaining: 6285s    
step 01614 (12.7%) | loss: 0.573008 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,807 | mfu: 11.5% | epoch: 1 | remaining: 6282s    
step 01615 (12.8%) | loss: 0.566931 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,848 | mfu: 11.6% | epoch: 1 | remaining: 6279s    
step 01616 (12.8%) | loss: 0.571052 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,884 | mfu: 11.6% | epoch: 1 | remaining: 6275s    
step 01617 (12.8%) | loss: 0.575645 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,814 | mfu: 11.5% | epoch: 1 | remaining: 6272s    
step 01618 (12.9%) | loss: 0.585968 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,951 | mfu: 11.6% | epoch: 1 | remaining: 6269s    
step 01619 (12.9%) | loss: 0.578764 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,847 | mfu: 11.6% | epoch: 1 | remaining: 6266s    
step 01620 (13.0%) | loss: 0.573668 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,850 | mfu: 11.6% | epoch: 1 | remaining: 6263s    
step 01621 (13.0%) | loss: 0.565531 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,869 | mfu: 11.6% | epoch: 1 | remaining: 6259s    
step 01622 (13.1%) | loss: 0.562058 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,929 | mfu: 11.6% | epoch: 1 | remaining: 6256s    
step 01623 (13.1%) | loss: 0.575771 | lrm: 1.00 | dt: 3196ms | tok/sec: 41,011 | mfu: 11.6% | epoch: 1 | remaining: 6253s    
step 01624 (13.2%) | loss: 0.581561 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,870 | mfu: 11.6% | epoch: 1 | remaining: 6250s    
step 01625 (13.2%) | loss: 0.570844 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,828 | mfu: 11.5% | epoch: 1 | remaining: 6247s    
step 01626 (13.2%) | loss: 0.570480 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,893 | mfu: 11.6% | epoch: 1 | remaining: 6243s    
step 01627 (13.3%) | loss: 0.601790 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,913 | mfu: 11.6% | epoch: 1 | remaining: 6240s    
step 01628 (13.3%) | loss: 0.619725 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,874 | mfu: 11.6% | epoch: 1 | remaining: 6237s    
step 01629 (13.4%) | loss: 0.637098 | lrm: 1.00 | dt: 3203ms | tok/sec: 40,922 | mfu: 11.6% | epoch: 1 | remaining: 6234s    
step 01630 (13.4%) | loss: 0.638470 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,886 | mfu: 11.6% | epoch: 1 | remaining: 6231s    
step 01631 (13.5%) | loss: 0.620939 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,846 | mfu: 11.6% | epoch: 1 | remaining: 6227s    
step 01632 (13.5%) | loss: 0.610394 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,789 | mfu: 11.5% | epoch: 1 | remaining: 6224s    
step 01633 (13.6%) | loss: 0.615204 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,879 | mfu: 11.6% | epoch: 1 | remaining: 6221s    
step 01634 (13.6%) | loss: 0.614648 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,785 | mfu: 11.5% | epoch: 1 | remaining: 6218s    
step 01635 (13.6%) | loss: 0.598472 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,854 | mfu: 11.6% | epoch: 1 | remaining: 6214s    
step 01636 (13.7%) | loss: 0.588661 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,838 | mfu: 11.6% | epoch: 1 | remaining: 6211s    
step 01637 (13.7%) | loss: 0.580053 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,960 | mfu: 11.6% | epoch: 1 | remaining: 6208s    
step 01638 (13.8%) | loss: 0.579733 | lrm: 1.00 | dt: 3203ms | tok/sec: 40,924 | mfu: 11.6% | epoch: 1 | remaining: 6205s    
step 01639 (13.8%) | loss: 0.585025 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,825 | mfu: 11.5% | epoch: 1 | remaining: 6202s    
step 01640 (13.9%) | loss: 0.609073 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,895 | mfu: 11.6% | epoch: 1 | remaining: 6198s    
step 01641 (13.9%) | loss: 0.622960 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,841 | mfu: 11.6% | epoch: 1 | remaining: 6195s    
step 01642 (14.0%) | loss: 0.622739 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,874 | mfu: 11.6% | epoch: 1 | remaining: 6192s    
step 01643 (14.0%) | loss: 0.622481 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,778 | mfu: 11.5% | epoch: 1 | remaining: 6189s    
step 01644 (14.0%) | loss: 0.634566 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,786 | mfu: 11.5% | epoch: 1 | remaining: 6186s    
step 01645 (14.1%) | loss: 0.633679 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,808 | mfu: 11.5% | epoch: 1 | remaining: 6182s    
step 01646 (14.1%) | loss: 0.631567 | lrm: 1.00 | dt: 3216ms | tok/sec: 40,751 | mfu: 11.5% | epoch: 1 | remaining: 6179s    
step 01647 (14.2%) | loss: 0.628584 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,949 | mfu: 11.6% | epoch: 1 | remaining: 6176s    
step 01648 (14.2%) | loss: 0.611274 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,783 | mfu: 11.5% | epoch: 1 | remaining: 6173s    
step 01649 (14.3%) | loss: 0.622815 | lrm: 1.00 | dt: 3233ms | tok/sec: 40,536 | mfu: 11.5% | epoch: 1 | remaining: 6170s    
step 01650 (14.3%) | loss: 0.621743 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,785 | mfu: 11.5% | epoch: 1 | remaining: 6166s    
step 01651 (14.4%) | loss: 0.625491 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,792 | mfu: 11.5% | epoch: 1 | remaining: 6163s    
step 01652 (14.4%) | loss: 0.621317 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,870 | mfu: 11.6% | epoch: 1 | remaining: 6160s    
step 01653 (14.4%) | loss: 0.602084 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,912 | mfu: 11.6% | epoch: 1 | remaining: 6157s    
step 01654 (14.5%) | loss: 0.609988 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,842 | mfu: 11.6% | epoch: 1 | remaining: 6153s    
step 01655 (14.5%) | loss: 0.603520 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,959 | mfu: 11.6% | epoch: 1 | remaining: 6150s    
step 01656 (14.6%) | loss: 0.611721 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,827 | mfu: 11.5% | epoch: 1 | remaining: 6147s    
step 01657 (14.6%) | loss: 0.604076 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,804 | mfu: 11.5% | epoch: 1 | remaining: 6144s    
step 01658 (14.7%) | loss: 0.624039 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,885 | mfu: 11.6% | epoch: 1 | remaining: 6141s    
step 01659 (14.7%) | loss: 0.638107 | lrm: 1.00 | dt: 3215ms | tok/sec: 40,769 | mfu: 11.5% | epoch: 1 | remaining: 6137s    
step 01660 (14.8%) | loss: 0.626945 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,848 | mfu: 11.6% | epoch: 1 | remaining: 6134s    
step 01661 (14.8%) | loss: 0.625545 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,818 | mfu: 11.5% | epoch: 1 | remaining: 6131s    
step 01662 (14.8%) | loss: 0.639019 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,848 | mfu: 11.6% | epoch: 1 | remaining: 6128s    
step 01663 (14.9%) | loss: 0.642707 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,896 | mfu: 11.6% | epoch: 1 | remaining: 6125s    
step 01664 (14.9%) | loss: 0.626824 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,802 | mfu: 11.5% | epoch: 1 | remaining: 6121s    
step 01665 (15.0%) | loss: 0.625410 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,847 | mfu: 11.6% | epoch: 1 | remaining: 6118s    
step 01666 (15.0%) | loss: 0.631244 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,865 | mfu: 11.6% | epoch: 1 | remaining: 6115s    
step 01667 (15.1%) | loss: 0.618668 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,865 | mfu: 11.6% | epoch: 1 | remaining: 6112s    
step 01668 (15.1%) | loss: 0.610810 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,942 | mfu: 11.6% | epoch: 1 | remaining: 6109s    
step 01669 (15.2%) | loss: 0.599565 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,944 | mfu: 11.6% | epoch: 1 | remaining: 6105s    
step 01670 (15.2%) | loss: 0.606016 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,887 | mfu: 11.6% | epoch: 1 | remaining: 6102s    
step 01671 (15.2%) | loss: 0.594786 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,935 | mfu: 11.6% | epoch: 1 | remaining: 6099s    
step 01672 (15.3%) | loss: 0.592300 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,842 | mfu: 11.6% | epoch: 1 | remaining: 6096s    
step 01673 (15.3%) | loss: 0.604545 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,819 | mfu: 11.5% | epoch: 1 | remaining: 6093s    
step 01674 (15.4%) | loss: 0.601671 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,859 | mfu: 11.6% | epoch: 1 | remaining: 6089s    
step 01675 (15.4%) | loss: 0.614143 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,880 | mfu: 11.6% | epoch: 1 | remaining: 6086s    
step 01676 (15.5%) | loss: 0.616834 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,871 | mfu: 11.6% | epoch: 1 | remaining: 6083s    
step 01677 (15.5%) | loss: 0.643051 | lrm: 1.00 | dt: 3217ms | tok/sec: 40,737 | mfu: 11.5% | epoch: 1 | remaining: 6080s    
step 01678 (15.6%) | loss: 0.645723 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,881 | mfu: 11.6% | epoch: 1 | remaining: 6076s    
step 01679 (15.6%) | loss: 0.649432 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,839 | mfu: 11.6% | epoch: 1 | remaining: 6073s    
step 01680 (15.6%) | loss: 0.660142 | lrm: 1.00 | dt: 3219ms | tok/sec: 40,723 | mfu: 11.5% | epoch: 1 | remaining: 6070s    
step 01681 (15.7%) | loss: 0.652599 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,842 | mfu: 11.6% | epoch: 1 | remaining: 6067s    
step 01682 (15.7%) | loss: 0.634270 | lrm: 1.00 | dt: 3215ms | tok/sec: 40,763 | mfu: 11.5% | epoch: 1 | remaining: 6064s    
step 01683 (15.8%) | loss: 0.625455 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,845 | mfu: 11.6% | epoch: 1 | remaining: 6060s    
step 01684 (15.8%) | loss: 0.622646 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,846 | mfu: 11.6% | epoch: 1 | remaining: 6057s    
step 01685 (15.9%) | loss: 0.624975 | lrm: 1.00 | dt: 3201ms | tok/sec: 40,945 | mfu: 11.6% | epoch: 1 | remaining: 6054s    
step 01686 (15.9%) | loss: 0.615721 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,908 | mfu: 11.6% | epoch: 1 | remaining: 6051s    
step 01687 (16.0%) | loss: 0.620061 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,883 | mfu: 11.6% | epoch: 1 | remaining: 6048s    
step 01688 (16.0%) | loss: 0.613713 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,791 | mfu: 11.5% | epoch: 1 | remaining: 6044s    
step 01689 (16.1%) | loss: 0.602603 | lrm: 1.00 | dt: 3200ms | tok/sec: 40,953 | mfu: 11.6% | epoch: 1 | remaining: 6041s    
step 01690 (16.1%) | loss: 0.587498 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,829 | mfu: 11.5% | epoch: 1 | remaining: 6038s    
step 01691 (16.1%) | loss: 0.585190 | lrm: 1.00 | dt: 3209ms | tok/sec: 40,842 | mfu: 11.6% | epoch: 1 | remaining: 6035s    
step 01692 (16.2%) | loss: 0.586083 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,797 | mfu: 11.5% | epoch: 1 | remaining: 6032s    
step 01693 (16.2%) | loss: 0.586611 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,824 | mfu: 11.5% | epoch: 1 | remaining: 6028s    
step 01694 (16.3%) | loss: 0.594204 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,857 | mfu: 11.6% | epoch: 1 | remaining: 6025s    
step 01695 (16.3%) | loss: 0.584347 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,826 | mfu: 11.5% | epoch: 1 | remaining: 6022s    
step 01696 (16.4%) | loss: 0.595534 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,910 | mfu: 11.6% | epoch: 1 | remaining: 6019s    
step 01697 (16.4%) | loss: 0.599813 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,881 | mfu: 11.6% | epoch: 1 | remaining: 6016s    
step 01698 (16.5%) | loss: 0.589302 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,870 | mfu: 11.6% | epoch: 1 | remaining: 6012s    
step 01699 (16.5%) | loss: 0.584264 | lrm: 1.00 | dt: 3216ms | tok/sec: 40,755 | mfu: 11.5% | epoch: 1 | remaining: 6009s    
step 01700 (16.5%) | loss: 0.570631 | lrm: 1.00 | dt: 3218ms | tok/sec: 40,726 | mfu: 11.5% | epoch: 1 | remaining: 6006s    
step 01701 (16.6%) | loss: 0.562039 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,781 | mfu: 11.5% | epoch: 1 | remaining: 6003s    
step 01702 (16.6%) | loss: 0.563053 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,854 | mfu: 11.6% | epoch: 1 | remaining: 5999s    
step 01703 (16.7%) | loss: 0.556869 | lrm: 1.00 | dt: 3202ms | tok/sec: 40,929 | mfu: 11.6% | epoch: 1 | remaining: 5996s    
step 01704 (16.7%) | loss: 0.556942 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,889 | mfu: 11.6% | epoch: 1 | remaining: 5993s    
step 01705 (16.8%) | loss: 0.552338 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,834 | mfu: 11.6% | epoch: 1 | remaining: 5990s    
step 01706 (16.8%) | loss: 0.546600 | lrm: 1.00 | dt: 3208ms | tok/sec: 40,859 | mfu: 11.6% | epoch: 1 | remaining: 5987s    
step 01707 (16.9%) | loss: 0.552648 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,828 | mfu: 11.5% | epoch: 1 | remaining: 5983s    
step 01708 (16.9%) | loss: 0.547677 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,873 | mfu: 11.6% | epoch: 1 | remaining: 5980s    
step 01709 (16.9%) | loss: 0.550210 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,817 | mfu: 11.5% | epoch: 1 | remaining: 5977s    
step 01710 (17.0%) | loss: 0.540203 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,829 | mfu: 11.5% | epoch: 1 | remaining: 5974s    
step 01711 (17.0%) | loss: 0.541881 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,896 | mfu: 11.6% | epoch: 1 | remaining: 5971s    
step 01712 (17.1%) | loss: 0.528351 | lrm: 1.00 | dt: 3213ms | tok/sec: 40,788 | mfu: 11.5% | epoch: 1 | remaining: 5967s    
step 01713 (17.1%) | loss: 0.529257 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,834 | mfu: 11.6% | epoch: 1 | remaining: 5964s    
step 01714 (17.2%) | loss: 0.525565 | lrm: 1.00 | dt: 3206ms | tok/sec: 40,882 | mfu: 11.6% | epoch: 1 | remaining: 5961s    
step 01715 (17.2%) | loss: 0.525643 | lrm: 1.00 | dt: 3207ms | tok/sec: 40,872 | mfu: 11.6% | epoch: 1 | remaining: 5958s    
step 01716 (17.3%) | loss: 0.547782 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,806 | mfu: 11.5% | epoch: 1 | remaining: 5955s    
step 01717 (17.3%) | loss: 0.568388 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,836 | mfu: 11.6% | epoch: 1 | remaining: 5951s    
step 01718 (17.3%) | loss: 0.592151 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,812 | mfu: 11.5% | epoch: 1 | remaining: 5948s    
step 01719 (17.4%) | loss: 0.595889 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,903 | mfu: 11.6% | epoch: 1 | remaining: 5945s    
step 01720 (17.4%) | loss: 0.577325 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,782 | mfu: 11.5% | epoch: 1 | remaining: 5942s    
step 01721 (17.5%) | loss: 0.567294 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,783 | mfu: 11.5% | epoch: 1 | remaining: 5938s    
step 01722 (17.5%) | loss: 0.560334 | lrm: 1.00 | dt: 3204ms | tok/sec: 40,906 | mfu: 11.6% | epoch: 1 | remaining: 5935s    
step 01723 (17.6%) | loss: 0.565246 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,837 | mfu: 11.6% | epoch: 1 | remaining: 5932s    
step 01724 (17.6%) | loss: 0.565945 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,825 | mfu: 11.5% | epoch: 1 | remaining: 5929s    
step 01725 (17.7%) | loss: 0.571922 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,891 | mfu: 11.6% | epoch: 1 | remaining: 5926s    
step 01726 (17.7%) | loss: 0.586019 | lrm: 1.00 | dt: 3205ms | tok/sec: 40,897 | mfu: 11.6% | epoch: 1 | remaining: 5922s    
step 01727 (17.7%) | loss: 0.575897 | lrm: 1.00 | dt: 3214ms | tok/sec: 40,787 | mfu: 11.5% | epoch: 1 | remaining: 5919s    
step 01728 (17.8%) | loss: 0.574974 | lrm: 1.00 | dt: 3212ms | tok/sec: 40,805 | mfu: 11.5% | epoch: 1 | remaining: 5916s    
step 01729 (17.8%) | loss: 0.585859 | lrm: 1.00 | dt: 3211ms | tok/sec: 40,822 | mfu: 11.5% | epoch: 1 | remaining: 5913s    
step 01730 (17.9%) | loss: 0.577283 | lrm: 1.00 | dt: 3210ms | tok/sec: 40,837 | mfu: 11.6% | epoch: 1 | remaining: 5910s    
